subject,item,resp,correct,rt,age,gender,income,edu
34,8,1,1,43024,34,Male,50000-74999,BachelorDegree
34,9,8,1,42535,34,Male,50000-74999,BachelorDegree
34,10,8,0,34983,34,Male,50000-74999,BachelorDegree
34,11,5,1,10144,34,Male,50000-74999,BachelorDegree
34,12,6,1,26073,34,Male,50000-74999,BachelorDegree
34,13,5,0,25728,34,Male,50000-74999,BachelorDegree
34,14,1,1,22551,34,Male,50000-74999,BachelorDegree
34,15,2,1,18487,34,Male,50000-74999,BachelorDegree
34,16,4,1,34440,34,Male,50000-74999,BachelorDegree
34,17,6,1,18752,34,Male,50000-74999,BachelorDegree
34,18,7,1,25288,34,Male,50000-74999,BachelorDegree
34,19,3,1,43960,34,Male,50000-74999,BachelorDegree
34,20,8,1,51703,34,Male,50000-74999,BachelorDegree
34,21,8,1,47120,34,Male,50000-74999,BachelorDegree
34,22,7,1,48360,34,Male,50000-74999,BachelorDegree
34,23,6,1,76681,34,Male,50000-74999,BachelorDegree
34,24,3,1,28368,34,Male,50000-74999,BachelorDegree
34,25,7,1,51384,34,Male,50000-74999,BachelorDegree
34,26,8,0,54791,34,Male,50000-74999,BachelorDegree
34,27,7,1,44424,34,Male,50000-74999,BachelorDegree
34,28,8,0,57065,34,Male,50000-74999,BachelorDegree
34,29,3,0,38320,34,Male,50000-74999,BachelorDegree
34,30,2,0,212575,34,Male,50000-74999,BachelorDegree
34,31,4,1,53896,34,Male,50000-74999,BachelorDegree
34,32,3,0,69729,34,Male,50000-74999,BachelorDegree
34,33,5,1,61743,34,Male,50000-74999,BachelorDegree
34,34,4,0,78143,34,Male,50000-74999,BachelorDegree
34,35,3,1,59208,34,Male,50000-74999,BachelorDegree
34,36,5,0,70399,34,Male,50000-74999,BachelorDegree
35,1,5,1,20891,26,Male,16000-24999,SomeColl
35,2,1,1,18659,26,Male,16000-24999,SomeColl
35,3,7,1,55199,26,Male,16000-24999,SomeColl
35,4,8,0,16394,26,Male,16000-24999,SomeColl
35,5,3,1,20528,26,Male,16000-24999,SomeColl
35,6,1,1,8460,26,Male,16000-24999,SomeColl
35,7,6,1,29771,26,Male,16000-24999,SomeColl
35,8,1,1,34980,26,Male,16000-24999,SomeColl
35,9,8,1,35540,26,Male,16000-24999,SomeColl
35,10,5,0,29935,26,Male,16000-24999,SomeColl
35,11,5,1,18307,26,Male,16000-24999,SomeColl
35,12,6,1,10338,26,Male,16000-24999,SomeColl
35,13,2,1,112387,26,Male,16000-24999,SomeColl
35,14,1,1,47683,26,Male,16000-24999,SomeColl
35,15,4,0,12680,26,Male,16000-24999,SomeColl
35,16,4,1,15618,26,Male,16000-24999,SomeColl
35,17,6,1,10036,26,Male,16000-24999,SomeColl
35,18,5,0,72331,26,Male,16000-24999,SomeColl
35,19,8,0,34399,26,Male,16000-24999,SomeColl
35,20,5,0,31824,26,Male,16000-24999,SomeColl
35,21,4,0,25092,26,Male,16000-24999,SomeColl
35,22,7,1,11821,26,Male,16000-24999,SomeColl
35,23,1,0,32913,26,Male,16000-24999,SomeColl
35,24,5,0,26426,26,Male,16000-24999,SomeColl
35,25,2,0,10674,26,Male,16000-24999,SomeColl
35,26,6,0,21517,26,Male,16000-24999,SomeColl
35,27,3,0,28696,26,Male,16000-24999,SomeColl
35,28,1,0,54646,26,Male,16000-24999,SomeColl
35,29,6,1,17215,26,Male,16000-24999,SomeColl
35,30,7,0,15477,26,Male,16000-24999,SomeColl
35,31,7,0,27160,26,Male,16000-24999,SomeColl
35,32,4,0,19907,26,Male,16000-24999,SomeColl
35,33,1,0,26040,26,Male,16000-24999,SomeColl
35,34,3,0,24130,26,Male,16000-24999,SomeColl
35,35,7,0,32832,26,Male,16000-24999,SomeColl
35,36,8,0,18683,26,Male,16000-24999,SomeColl
36,1,5,1,15362,24,Female,35000-49999,AssociateDegree
36,2,2,0,13504,24,Female,35000-49999,AssociateDegree
36,3,7,1,9059,24,Female,35000-49999,AssociateDegree
36,4,4,1,19722,24,Female,35000-49999,AssociateDegree
36,5,3,1,3521,24,Female,35000-49999,AssociateDegree
36,6,1,1,9299,24,Female,35000-49999,AssociateDegree
36,7,2,0,93414,24,Female,35000-49999,AssociateDegree
36,8,8,0,17053,24,Female,35000-49999,AssociateDegree
36,9,8,1,12023,24,Female,35000-49999,AssociateDegree
36,10,8,0,13289,24,Female,35000-49999,AssociateDegree
36,11,5,1,13064,24,Female,35000-49999,AssociateDegree
36,12,6,1,21917,24,Female,35000-49999,AssociateDegree
36,13,5,0,26196,24,Female,35000-49999,AssociateDegree
36,14,3,0,513982,24,Female,35000-49999,AssociateDegree
36,15,6,0,22106,24,Female,35000-49999,AssociateDegree
36,16,1,0,9114,24,Female,35000-49999,AssociateDegree
36,17,3,0,7651,24,Female,35000-49999,AssociateDegree
36,18,2,0,3751,24,Female,35000-49999,AssociateDegree
36,19,2,0,7068,24,Female,35000-49999,AssociateDegree
36,20,8,1,60775,24,Female,35000-49999,AssociateDegree
36,21,4,0,9533,24,Female,35000-49999,AssociateDegree
36,22,4,0,31358,24,Female,35000-49999,AssociateDegree
36,23,5,0,23040,24,Female,35000-49999,AssociateDegree
36,24,2,0,9669,24,Female,35000-49999,AssociateDegree
36,25,7,1,10390,24,Female,35000-49999,AssociateDegree
36,26,3,0,13147,24,Female,35000-49999,AssociateDegree
36,27,4,0,7333,24,Female,35000-49999,AssociateDegree
36,28,3,0,5893,24,Female,35000-49999,AssociateDegree
36,29,5,0,10785,24,Female,35000-49999,AssociateDegree
36,30,2,0,4993,24,Female,35000-49999,AssociateDegree
36,31,8,0,16519,24,Female,35000-49999,AssociateDegree
36,32,4,0,3157,24,Female,35000-49999,AssociateDegree
36,33,4,0,3986,24,Female,35000-49999,AssociateDegree
36,34,1,1,37627,24,Female,35000-49999,AssociateDegree
36,35,3,1,4938,24,Female,35000-49999,AssociateDegree
36,36,8,0,15993,24,Female,35000-49999,AssociateDegree
37,1,5,1,21129,60,Female,25000-34999,BachelorDegree
37,2,1,1,13400,60,Female,25000-34999,BachelorDegree
37,3,7,1,10271,60,Female,25000-34999,BachelorDegree
37,4,4,1,15848,60,Female,25000-34999,BachelorDegree
37,5,3,1,11418,60,Female,25000-34999,BachelorDegree
37,6,1,1,7612,60,Female,25000-34999,BachelorDegree
37,7,6,1,8894,60,Female,25000-34999,BachelorDegree
37,8,1,1,26114,60,Female,25000-34999,BachelorDegree
37,9,8,1,7950,60,Female,25000-34999,BachelorDegree
37,10,4,1,33982,60,Female,25000-34999,BachelorDegree
37,11,5,1,17657,60,Female,25000-34999,BachelorDegree
37,12,6,1,9270,60,Female,25000-34999,BachelorDegree
37,13,5,0,26630,60,Female,25000-34999,BachelorDegree
37,14,1,1,50010,60,Female,25000-34999,BachelorDegree
37,15,2,1,33379,60,Female,25000-34999,BachelorDegree
37,16,4,1,11941,60,Female,25000-34999,BachelorDegree
37,17,6,1,14920,60,Female,25000-34999,BachelorDegree
37,18,7,1,45916,60,Female,25000-34999,BachelorDegree
37,19,8,0,27633,60,Female,25000-34999,BachelorDegree
37,20,2,0,72123,60,Female,25000-34999,BachelorDegree
37,21,8,1,33867,60,Female,25000-34999,BachelorDegree
37,22,7,1,32356,60,Female,25000-34999,BachelorDegree
37,23,1,0,58307,60,Female,25000-34999,BachelorDegree
37,24,3,1,45020,60,Female,25000-34999,BachelorDegree
37,25,7,1,46748,60,Female,25000-34999,BachelorDegree
37,26,5,0,63517,60,Female,25000-34999,BachelorDegree
37,27,7,1,29240,60,Female,25000-34999,BachelorDegree
37,28,8,0,47496,60,Female,25000-34999,BachelorDegree
37,29,8,0,40079,60,Female,25000-34999,BachelorDegree
37,30,2,0,34906,60,Female,25000-34999,BachelorDegree
37,31,4,1,33111,60,Female,25000-34999,BachelorDegree
37,32,3,0,36397,60,Female,25000-34999,BachelorDegree
37,33,4,0,40229,60,Female,25000-34999,BachelorDegree
37,34,1,1,59459,60,Female,25000-34999,BachelorDegree
37,35,3,1,26472,60,Female,25000-34999,BachelorDegree
37,36,1,0,17348,60,Female,25000-34999,BachelorDegree
38,1,5,1,49078,58,Female,12000-15999,SomeColl
38,2,8,0,12697,58,Female,12000-15999,SomeColl
38,3,1,0,53000,58,Female,12000-15999,SomeColl
38,4,4,1,39463,58,Female,12000-15999,SomeColl
38,5,3,1,15425,58,Female,12000-15999,SomeColl
38,6,1,1,17550,58,Female,12000-15999,SomeColl
38,7,5,0,31088,58,Female,12000-15999,SomeColl
38,8,7,0,35227,58,Female,12000-15999,SomeColl
38,9,4,0,22863,58,Female,12000-15999,SomeColl
38,10,4,1,17041,58,Female,12000-15999,SomeColl
38,11,6,0,48755,58,Female,12000-15999,SomeColl
38,12,6,1,12068,58,Female,12000-15999,SomeColl
38,13,6,0,42032,58,Female,12000-15999,SomeColl
38,14,7,0,42979,58,Female,12000-15999,SomeColl
38,15,2,1,15596,58,Female,12000-15999,SomeColl
38,16,8,0,29117,58,Female,12000-15999,SomeColl
38,17,3,0,19296,58,Female,12000-15999,SomeColl
38,18,7,1,21681,58,Female,12000-15999,SomeColl
38,19,8,0,22900,58,Female,12000-15999,SomeColl
38,20,6,0,21217,58,Female,12000-15999,SomeColl
38,21,1,0,24503,58,Female,12000-15999,SomeColl
38,22,8,0,22418,58,Female,12000-15999,SomeColl
38,23,1,0,18228,58,Female,12000-15999,SomeColl
38,24,2,0,15269,58,Female,12000-15999,SomeColl
38,25,8,0,15685,58,Female,12000-15999,SomeColl
38,26,6,0,17770,58,Female,12000-15999,SomeColl
38,27,3,0,41810,58,Female,12000-15999,SomeColl
38,28,6,0,24961,58,Female,12000-15999,SomeColl
38,29,7,0,22691,58,Female,12000-15999,SomeColl
38,30,4,0,28597,58,Female,12000-15999,SomeColl
38,31,7,0,8215,58,Female,12000-15999,SomeColl
38,32,4,0,9384,58,Female,12000-15999,SomeColl
38,33,5,1,19638,58,Female,12000-15999,SomeColl
38,34,3,0,12544,58,Female,12000-15999,SomeColl
38,35,4,0,21068,58,Female,12000-15999,SomeColl
38,36,1,0,12437,58,Female,12000-15999,SomeColl
39,1,7,0,3839,23,Female,25000-34999,BachelorDegree
39,2,3,0,3310,23,Female,25000-34999,BachelorDegree
39,3,6,0,2716,23,Female,25000-34999,BachelorDegree
39,4,6,0,2474,23,Female,25000-34999,BachelorDegree
39,5,4,0,8023,23,Female,25000-34999,BachelorDegree
39,6,2,0,2162,23,Female,25000-34999,BachelorDegree
39,7,4,0,4806,23,Female,25000-34999,BachelorDegree
39,8,8,0,5074,23,Female,25000-34999,BachelorDegree
39,9,3,0,4653,23,Female,25000-34999,BachelorDegree
39,10,6,0,5783,23,Female,25000-34999,BachelorDegree
39,11,3,0,2778,23,Female,25000-34999,BachelorDegree
39,12,4,0,8290,23,Female,25000-34999,BachelorDegree
39,13,4,0,4389,23,Female,25000-34999,BachelorDegree
39,14,4,0,16364,23,Female,25000-34999,BachelorDegree
39,15,8,0,10413,23,Female,25000-34999,BachelorDegree
39,16,5,0,1515,23,Female,25000-34999,BachelorDegree
39,17,7,0,1659,23,Female,25000-34999,BachelorDegree
39,18,4,0,1810,23,Female,25000-34999,BachelorDegree
39,19,3,1,2083,23,Female,25000-34999,BachelorDegree
39,20,5,0,1616,23,Female,25000-34999,BachelorDegree
39,21,5,0,3097,23,Female,25000-34999,BachelorDegree
39,22,8,0,2786,23,Female,25000-34999,BachelorDegree
39,23,5,0,2490,23,Female,25000-34999,BachelorDegree
39,24,3,1,1849,23,Female,25000-34999,BachelorDegree
39,25,8,0,3162,23,Female,25000-34999,BachelorDegree
39,26,6,0,2494,23,Female,25000-34999,BachelorDegree
39,27,2,0,2831,23,Female,25000-34999,BachelorDegree
39,28,4,0,2688,23,Female,25000-34999,BachelorDegree
39,29,5,0,4218,23,Female,25000-34999,BachelorDegree
39,30,2,0,1893,23,Female,25000-34999,BachelorDegree
39,31,6,0,2219,23,Female,25000-34999,BachelorDegree
39,32,4,0,2570,23,Female,25000-34999,BachelorDegree
39,33,8,0,2367,23,Female,25000-34999,BachelorDegree
39,34,6,0,2120,23,Female,25000-34999,BachelorDegree
39,35,5,0,2757,23,Female,25000-34999,BachelorDegree
39,36,7,0,2860,23,Female,25000-34999,BachelorDegree
40,1,2,0,28356,28,Female,35000-49999,BachelorDegree
40,2,3,0,10019,28,Female,35000-49999,BachelorDegree
40,3,7,1,29261,28,Female,35000-49999,BachelorDegree
40,4,2,0,20109,28,Female,35000-49999,BachelorDegree
40,5,7,0,8369,28,Female,35000-49999,BachelorDegree
40,6,2,0,6383,28,Female,35000-49999,BachelorDegree
40,7,6,1,21866,28,Female,35000-49999,BachelorDegree
40,8,3,0,8706,28,Female,35000-49999,BachelorDegree
40,9,3,0,15476,28,Female,35000-49999,BachelorDegree
40,10,4,1,7903,28,Female,35000-49999,BachelorDegree
40,11,3,0,7791,28,Female,35000-49999,BachelorDegree
40,12,5,0,7659,28,Female,35000-49999,BachelorDegree
40,13,6,0,13470,28,Female,35000-49999,BachelorDegree
40,14,3,0,7167,28,Female,35000-49999,BachelorDegree
40,15,2,1,10493,28,Female,35000-49999,BachelorDegree
40,16,8,0,14428,28,Female,35000-49999,BachelorDegree
40,17,3,0,5277,28,Female,35000-49999,BachelorDegree
40,18,2,0,17502,28,Female,35000-49999,BachelorDegree
40,19,7,0,17184,28,Female,35000-49999,BachelorDegree
40,20,7,0,12614,28,Female,35000-49999,BachelorDegree
40,21,4,0,10480,28,Female,35000-49999,BachelorDegree
40,22,7,1,4708,28,Female,35000-49999,BachelorDegree
40,23,2,0,9214,28,Female,35000-49999,BachelorDegree
40,24,2,0,5824,28,Female,35000-49999,BachelorDegree
40,25,8,0,8601,28,Female,35000-49999,BachelorDegree
40,26,8,0,7708,28,Female,35000-49999,BachelorDegree
40,27,7,1,10791,28,Female,35000-49999,BachelorDegree
40,28,2,0,4518,28,Female,35000-49999,BachelorDegree
40,29,1,0,4019,28,Female,35000-49999,BachelorDegree
40,30,8,0,9179,28,Female,35000-49999,BachelorDegree
40,31,6,0,12989,28,Female,35000-49999,BachelorDegree
40,32,7,0,4560,28,Female,35000-49999,BachelorDegree
40,33,2,0,6419,28,Female,35000-49999,BachelorDegree
40,34,3,0,5789,28,Female,35000-49999,BachelorDegree
40,35,2,0,16370,28,Female,35000-49999,BachelorDegree
40,36,5,0,12780,28,Female,35000-49999,BachelorDegree
41,1,5,1,45802,57,Male,0-5000,AssociateDegree
41,2,1,1,11287,57,Male,0-5000,AssociateDegree
41,3,7,1,13327,57,Male,0-5000,AssociateDegree
41,4,4,1,11543,57,Male,0-5000,AssociateDegree
41,5,3,1,10032,57,Male,0-5000,AssociateDegree
41,6,1,1,9599,57,Male,0-5000,AssociateDegree
41,7,6,1,23207,57,Male,0-5000,AssociateDegree
41,8,3,0,51928,57,Male,0-5000,AssociateDegree
41,9,8,1,12087,57,Male,0-5000,AssociateDegree
41,10,4,1,13136,57,Male,0-5000,AssociateDegree
41,11,5,1,11672,57,Male,0-5000,AssociateDegree
41,12,6,1,13672,57,Male,0-5000,AssociateDegree
41,13,2,1,26143,57,Male,0-5000,AssociateDegree
41,14,1,1,19456,57,Male,0-5000,AssociateDegree
41,15,2,1,37608,57,Male,0-5000,AssociateDegree
41,16,4,1,19801,57,Male,0-5000,AssociateDegree
41,17,6,1,10167,57,Male,0-5000,AssociateDegree
41,18,7,1,20119,57,Male,0-5000,AssociateDegree
41,19,3,1,15912,57,Male,0-5000,AssociateDegree
41,20,2,0,17360,57,Male,0-5000,AssociateDegree
41,21,4,0,52496,57,Male,0-5000,AssociateDegree
41,22,7,1,39336,57,Male,0-5000,AssociateDegree
41,23,3,0,29600,57,Male,0-5000,AssociateDegree
41,24,1,0,87312,57,Male,0-5000,AssociateDegree
41,25,7,1,18968,57,Male,0-5000,AssociateDegree
41,26,2,1,25088,57,Male,0-5000,AssociateDegree
41,27,7,1,23160,57,Male,0-5000,AssociateDegree
41,28,4,0,52736,57,Male,0-5000,AssociateDegree
41,29,8,0,31400,57,Male,0-5000,AssociateDegree
41,30,5,1,88728,57,Male,0-5000,AssociateDegree
41,31,4,1,71784,57,Male,0-5000,AssociateDegree
41,32,4,0,75240,57,Male,0-5000,AssociateDegree
41,33,5,1,31120,57,Male,0-5000,AssociateDegree
41,34,5,0,69136,57,Male,0-5000,AssociateDegree
41,35,1,0,49016,57,Male,0-5000,AssociateDegree
41,36,1,0,38976,57,Male,0-5000,AssociateDegree
42,1,1,0,6525,29,Male,35000-49999,SomeColl
42,2,2,0,1630,29,Male,35000-49999,SomeColl
42,3,5,0,1883,29,Male,35000-49999,SomeColl
42,4,4,1,1382,29,Male,35000-49999,SomeColl
42,5,4,0,1065,29,Male,35000-49999,SomeColl
42,6,7,0,1847,29,Male,35000-49999,SomeColl
42,7,1,0,1576,29,Male,35000-49999,SomeColl
42,8,5,0,1224,29,Male,35000-49999,SomeColl
42,9,5,0,1195,29,Male,35000-49999,SomeColl
42,10,6,0,2581,29,Male,35000-49999,SomeColl
42,11,6,0,1103,29,Male,35000-49999,SomeColl
42,12,1,0,1895,29,Male,35000-49999,SomeColl
42,13,7,0,1426,29,Male,35000-49999,SomeColl
42,14,6,0,2035,29,Male,35000-49999,SomeColl
42,15,3,0,1454,29,Male,35000-49999,SomeColl
42,16,5,0,1560,29,Male,35000-49999,SomeColl
42,17,4,0,1385,29,Male,35000-49999,SomeColl
42,18,8,0,1592,29,Male,35000-49999,SomeColl
42,19,2,0,1711,29,Male,35000-49999,SomeColl
42,20,1,0,1335,29,Male,35000-49999,SomeColl
42,21,3,0,1544,29,Male,35000-49999,SomeColl
42,22,4,0,1384,29,Male,35000-49999,SomeColl
42,23,5,0,1272,29,Male,35000-49999,SomeColl
42,24,6,0,1208,29,Male,35000-49999,SomeColl
42,25,3,0,1120,29,Male,35000-49999,SomeColl
42,26,2,1,1090,29,Male,35000-49999,SomeColl
42,27,5,0,1014,29,Male,35000-49999,SomeColl
42,28,1,0,1045,29,Male,35000-49999,SomeColl
42,29,6,1,1097,29,Male,35000-49999,SomeColl
42,30,1,0,1206,29,Male,35000-49999,SomeColl
42,31,3,0,1201,29,Male,35000-49999,SomeColl
42,32,4,0,2176,29,Male,35000-49999,SomeColl
42,33,2,0,1072,29,Male,35000-49999,SomeColl
42,34,3,0,1119,29,Male,35000-49999,SomeColl
42,35,6,0,1251,29,Male,35000-49999,SomeColl
42,36,5,0,1261,29,Male,35000-49999,SomeColl
43,1,5,1,22635,41,Male,35000-49999,AssociateDegree
43,2,2,0,11407,41,Male,35000-49999,AssociateDegree
43,3,2,0,1630,41,Male,35000-49999,AssociateDegree
43,4,4,1,19185,41,Male,35000-49999,AssociateDegree
43,5,3,1,29629,41,Male,35000-49999,AssociateDegree
43,6,1,1,9344,41,Male,35000-49999,AssociateDegree
43,7,2,0,23473,41,Male,35000-49999,AssociateDegree
43,8,5,0,19343,41,Male,35000-49999,AssociateDegree
43,9,8,1,14944,41,Male,35000-49999,AssociateDegree
43,10,5,0,6479,41,Male,35000-49999,AssociateDegree
43,11,7,0,25585,41,Male,35000-49999,AssociateDegree
43,12,6,1,13279,41,Male,35000-49999,AssociateDegree
43,13,7,0,15408,41,Male,35000-49999,AssociateDegree
43,14,8,0,32751,41,Male,35000-49999,AssociateDegree
43,15,7,0,26529,41,Male,35000-49999,AssociateDegree
43,16,6,0,16687,41,Male,35000-49999,AssociateDegree
43,17,4,0,29872,41,Male,35000-49999,AssociateDegree
43,18,3,0,30576,41,Male,35000-49999,AssociateDegree
43,19,3,1,34959,41,Male,35000-49999,AssociateDegree
43,20,7,0,36303,41,Male,35000-49999,AssociateDegree
43,21,5,0,11616,41,Male,35000-49999,AssociateDegree
43,22,6,0,21024,41,Male,35000-49999,AssociateDegree
43,23,5,0,24639,41,Male,35000-49999,AssociateDegree
43,24,3,1,26895,41,Male,35000-49999,AssociateDegree
43,25,3,0,11424,41,Male,35000-49999,AssociateDegree
43,26,6,0,25328,41,Male,35000-49999,AssociateDegree
43,27,5,0,16880,41,Male,35000-49999,AssociateDegree
43,28,4,0,8095,41,Male,35000-49999,AssociateDegree
43,29,3,0,15473,41,Male,35000-49999,AssociateDegree
43,30,1,0,31583,41,Male,35000-49999,AssociateDegree
43,31,7,0,19791,41,Male,35000-49999,AssociateDegree
43,32,7,0,21776,41,Male,35000-49999,AssociateDegree
43,33,5,1,21168,41,Male,35000-49999,AssociateDegree
43,34,3,0,8288,41,Male,35000-49999,AssociateDegree
43,35,2,0,25936,41,Male,35000-49999,AssociateDegree
43,36,6,0,14047,41,Male,35000-49999,AssociateDegree
44,1,1,0,12092,30,Male,25000-34999,BachelorDegree
44,2,3,0,1686,30,Male,25000-34999,BachelorDegree
44,3,4,0,1157,30,Male,25000-34999,BachelorDegree
44,4,7,0,1312,30,Male,25000-34999,BachelorDegree
44,5,6,0,1688,30,Male,25000-34999,BachelorDegree
44,6,7,0,1118,30,Male,25000-34999,BachelorDegree
44,7,7,0,1022,30,Male,25000-34999,BachelorDegree
44,8,2,0,1373,30,Male,25000-34999,BachelorDegree
44,9,7,0,1208,30,Male,25000-34999,BachelorDegree
44,10,8,0,1190,30,Male,25000-34999,BachelorDegree
44,11,4,0,1629,30,Male,25000-34999,BachelorDegree
44,12,7,0,1032,30,Male,25000-34999,BachelorDegree
44,13,4,0,1695,30,Male,25000-34999,BachelorDegree
44,14,3,0,1332,30,Male,25000-34999,BachelorDegree
44,15,5,0,1081,30,Male,25000-34999,BachelorDegree
44,16,5,0,5664,30,Male,25000-34999,BachelorDegree
44,17,6,1,1053,30,Male,25000-34999,BachelorDegree
44,18,3,0,1886,30,Male,25000-34999,BachelorDegree
44,19,5,0,1645,30,Male,25000-34999,BachelorDegree
44,20,5,0,1197,30,Male,25000-34999,BachelorDegree
44,21,3,0,1875,30,Male,25000-34999,BachelorDegree
44,22,4,0,1047,30,Male,25000-34999,BachelorDegree
44,23,5,0,1512,30,Male,25000-34999,BachelorDegree
44,24,4,0,1091,30,Male,25000-34999,BachelorDegree
44,25,6,0,1056,30,Male,25000-34999,BachelorDegree
44,26,8,0,3770,30,Male,25000-34999,BachelorDegree
44,27,6,0,1484,30,Male,25000-34999,BachelorDegree
44,28,4,0,1169,30,Male,25000-34999,BachelorDegree
44,29,6,1,1123,30,Male,25000-34999,BachelorDegree
44,30,4,0,1636,30,Male,25000-34999,BachelorDegree
44,31,3,0,1865,30,Male,25000-34999,BachelorDegree
44,32,5,0,1164,30,Male,25000-34999,BachelorDegree
44,33,5,1,1095,30,Male,25000-34999,BachelorDegree
44,34,6,0,1122,30,Male,25000-34999,BachelorDegree
44,35,3,1,1053,30,Male,25000-34999,BachelorDegree
44,36,4,0,1025,30,Male,25000-34999,BachelorDegree
45,1,5,1,114070,39,Male,50000-74999,BachelorDegree
45,2,6,0,16370,39,Male,50000-74999,BachelorDegree
45,3,6,0,3003,39,Male,50000-74999,BachelorDegree
45,4,3,0,4895,39,Male,50000-74999,BachelorDegree
45,5,3,1,15633,39,Male,50000-74999,BachelorDegree
45,6,2,0,11301,39,Male,50000-74999,BachelorDegree
45,7,2,0,7392,39,Male,50000-74999,BachelorDegree
45,8,2,0,3727,39,Male,50000-74999,BachelorDegree
45,9,2,0,3890,39,Male,50000-74999,BachelorDegree
45,10,8,0,11129,39,Male,50000-74999,BachelorDegree
45,11,7,0,7625,39,Male,50000-74999,BachelorDegree
45,12,7,0,2300,39,Male,50000-74999,BachelorDegree
45,13,7,0,1125,39,Male,50000-74999,BachelorDegree
45,14,7,0,1858,39,Male,50000-74999,BachelorDegree
45,15,7,0,1377,39,Male,50000-74999,BachelorDegree
45,16,7,0,1870,39,Male,50000-74999,BachelorDegree
45,17,7,0,1287,39,Male,50000-74999,BachelorDegree
45,18,7,1,1403,39,Male,50000-74999,BachelorDegree
45,19,7,0,1478,39,Male,50000-74999,BachelorDegree
45,20,7,0,1453,39,Male,50000-74999,BachelorDegree
45,21,7,0,1449,39,Male,50000-74999,BachelorDegree
45,22,7,1,1411,39,Male,50000-74999,BachelorDegree
45,23,7,0,1692,39,Male,50000-74999,BachelorDegree
45,24,8,0,6429,39,Male,50000-74999,BachelorDegree
45,25,8,0,1615,39,Male,50000-74999,BachelorDegree
45,26,8,0,1510,39,Male,50000-74999,BachelorDegree
45,27,4,0,10912,39,Male,50000-74999,BachelorDegree
45,28,3,0,15488,39,Male,50000-74999,BachelorDegree
45,29,3,0,9986,39,Male,50000-74999,BachelorDegree
45,30,4,0,8781,39,Male,50000-74999,BachelorDegree
45,31,4,1,2225,39,Male,50000-74999,BachelorDegree
45,32,8,1,20774,39,Male,50000-74999,BachelorDegree
45,33,8,0,9377,39,Male,50000-74999,BachelorDegree
45,34,8,0,4525,39,Male,50000-74999,BachelorDegree
45,35,8,0,1463,39,Male,50000-74999,BachelorDegree
45,36,8,0,1778,39,Male,50000-74999,BachelorDegree
46,1,4,0,34429,20,Male,35000-49999,GradHS
46,2,1,1,54293,20,Male,35000-49999,GradHS
46,3,7,1,63359,20,Male,35000-49999,GradHS
46,4,6,0,11571,20,Male,35000-49999,GradHS
46,5,3,1,7756,20,Male,35000-49999,GradHS
46,6,7,0,16844,20,Male,35000-49999,GradHS
46,7,2,0,11535,20,Male,35000-49999,GradHS
46,8,7,0,47106,20,Male,35000-49999,GradHS
46,9,8,1,22761,20,Male,35000-49999,GradHS
46,10,4,1,24463,20,Male,35000-49999,GradHS
46,11,3,0,25834,20,Male,35000-49999,GradHS
46,12,6,1,18444,20,Male,35000-49999,GradHS
46,13,6,0,24384,20,Male,35000-49999,GradHS
46,14,1,1,13180,20,Male,35000-49999,GradHS
46,15,1,0,36824,20,Male,35000-49999,GradHS
46,16,4,1,25979,20,Male,35000-49999,GradHS
46,17,5,0,84415,20,Male,35000-49999,GradHS
46,18,6,0,106418,20,Male,35000-49999,GradHS
46,19,6,0,6221,20,Male,35000-49999,GradHS
46,20,7,0,16202,20,Male,35000-49999,GradHS
46,21,4,0,12813,20,Male,35000-49999,GradHS
46,22,8,0,17567,20,Male,35000-49999,GradHS
46,23,5,0,12348,20,Male,35000-49999,GradHS
46,24,2,0,25392,20,Male,35000-49999,GradHS
46,25,8,0,13461,20,Male,35000-49999,GradHS
46,26,3,0,7665,20,Male,35000-49999,GradHS
46,27,7,1,36091,20,Male,35000-49999,GradHS
46,28,3,0,40713,20,Male,35000-49999,GradHS
46,29,4,0,7755,20,Male,35000-49999,GradHS
46,30,8,0,9560,20,Male,35000-49999,GradHS
46,31,8,0,6222,20,Male,35000-49999,GradHS
46,32,5,0,3945,20,Male,35000-49999,GradHS
46,33,6,0,10283,20,Male,35000-49999,GradHS
46,34,3,0,7700,20,Male,35000-49999,GradHS
46,35,3,1,64773,20,Male,35000-49999,GradHS
46,36,1,0,17837,20,Male,35000-49999,GradHS
47,1,5,1,22497,28,Male,75000-99999,MastersDegree
47,2,5,0,2822,28,Male,75000-99999,MastersDegree
47,3,6,0,3029,28,Male,75000-99999,MastersDegree
47,4,4,1,13704,28,Male,75000-99999,MastersDegree
47,5,3,1,12155,28,Male,75000-99999,MastersDegree
47,6,1,1,10406,28,Male,75000-99999,MastersDegree
47,7,2,0,41218,28,Male,75000-99999,MastersDegree
47,8,8,0,14295,28,Male,75000-99999,MastersDegree
47,9,5,0,21530,28,Male,75000-99999,MastersDegree
47,10,8,0,18202,28,Male,75000-99999,MastersDegree
47,11,3,0,6093,28,Male,75000-99999,MastersDegree
47,12,7,0,7126,28,Male,75000-99999,MastersDegree
47,13,4,0,6141,28,Male,75000-99999,MastersDegree
47,14,4,0,28529,28,Male,75000-99999,MastersDegree
47,15,7,0,14594,28,Male,75000-99999,MastersDegree
47,16,1,0,89387,28,Male,75000-99999,MastersDegree
47,17,6,1,6423,28,Male,75000-99999,MastersDegree
